samples - プロット0	value - プロット0	
1639	0.136958	
1640	0.836769	
1641	0.5366	
1642	0.236451	
1643	0.936324	
1644	0.636218	
1645	0.336134	
1646	0.0360718	
1647	0.736032	
1648	0.436016	
1649	0.136023	
1650	0.836053	
1651	0.536108	
1652	0.236187	
1653	0.936291	
1654	0.63642	
1655	0.336575	
1656	0.0367555	
1657	0.736963	
1658	0.437197	
1659	0.137458	
1660	0.837746	
1661	0.538063	
1662	0.238408	
1663	0.938781	
1664	0.639184	
1665	0.339617	
1666	0.0400788	
1667	0.740571	
1668	0.441094	
1669	0.141649	
1670	0.842234	
1671	0.542852	
1672	0.243502	
1673	0.944184	
1674	0.6449	
1675	0.345649	
1676	0.0464322	
1677	0.747249	
1678	0.448101	
1679	0.148988	
1680	0.849911	
1681	0.550869	
1682	0.251864	
1683	0.952895	
1684	0.653964	
1685	0.355069	
1686	0.0562132	
1687	0.757395	
1688	0.458616	
1689	0.159876	
1690	0.861176	
1691	0.562515	
1692	0.263895	
1693	0.965316	
1694	0.666778	
1695	0.368281	
1696	0.0698264	
1697	0.771414	
1698	0.473045	
1699	0.174719	
1700	0.876437	
1701	0.578198	
1702	0.280005	
1703	0.981856	
1704	0.683753	
1705	0.385695	
1706	0.0876837	
1707	0.789719	
1708	0.491801	
1709	0.193931	
1710	0.896109	
1711	0.598335	
1712	0.300609	
1713	0.0029335	
1714	0.705307	
1715	0.407731	
1716	0.110205	
1717	0.81273	
1718	0.515306	
1719	0.217934	
1720	0.920614	
1721	0.623347	
1722	0.326133	
1723	0.0289729	
1724	0.731866	
1725	0.434814	
1726	0.137817	
1727	0.840875	
1728	0.543988	
1729	0.247158	
1730	0.950384	
1731	0.653668	
1732	0.357009	
1733	0.0604073	
1734	0.763864	
1735	0.46738	
1736	0.170955	
1737	0.87459	
1738	0.578285	
1739	0.282041	
1740	0.985857	
1741	0.689735	
1742	0.393675	
1743	0.0976778	
1744	0.801743	
1745	0.505872	
1746	0.210064	
1747	0.914321	
1748	0.618642	
1749	0.323028	
1750	0.02748	
1751	0.731998	
1752	0.436583	
1753	0.141234	
1754	0.845953	
1755	0.55074	
1756	0.255595	
1757	0.960519	
1758	0.665512	
1759	0.370575	
1760	0.0757081	
1761	0.780912	
1762	0.486187	
1763	0.191534	
1764	0.896953	
1765	0.602444	
1766	0.308008	
1767	0.0136463	
1768	0.719358	
1769	0.425145	
1770	0.131006	
1771	0.836943	
1772	0.542955	
1773	0.249044	
1774	0.95521	
1775	0.661453	
1776	0.367774	
1777	0.0741739	
1778	0.780652	
1779	0.487209	
1780	0.193847	
1781	0.900564	
1782	0.607362	
1783	0.314241	
1784	0.0212026	
1785	0.728246	
1786	0.435372	
1787	0.142581	
1788	0.849874	
1789	0.557251	
1790	0.264713	
1791	0.97226	
1792	0.679892	
1793	0.387611	
1794	0.095416	
1795	0.803308	
1796	0.511289	
1797	0.219357	
1798	0.927514	
1799	0.63576	
1800	0.344096	
1801	0.0525218	
1802	0.761038	
1803	0.469646	
1804	0.178346	
1805	0.887138	
1806	0.596022	
1807	0.305	
1808	0.0140714	
1809	0.723237	
1810	0.432498	
1811	0.141853	
1812	0.851305	
1813	0.560853	
1814	0.270498	
1815	0.98024	
1816	0.69008	
1817	0.400019	
1818	0.110056	
1819	0.820193	
1820	0.530429	
1821	0.240767	
1822	0.951205	
1823	0.661745	
1824	0.372387	
1825	0.0831317	
1826	0.79398	
1827	0.504931	
1828	0.215987	
1829	0.927147	
1830	0.638413	
1831	0.349784	
1832	0.0612621	
1833	0.772847	
1834	0.484539	
1835	0.196339	
1836	0.908248	
1837	0.620266	
1838	0.332393	
1839	0.0446307	
1840	0.756979	
1841	0.469438	
1842	0.18201	
1843	0.894693	
1844	0.60749	
1845	0.3204	
1846	0.0334235	
1847	0.746562	
1848	0.459816	
1849	0.173185	
1850	0.88667	
1851	0.600272	
1852	0.313992	
1853	0.0278293	
1854	0.741785	
1855	0.45586	
1856	0.170054	
1857	0.884369	
1858	0.598804	
1859	0.313361	
1860	0.0280393	
1861	0.74284	
1862	0.457764	
1863	0.172811	
1864	0.887983	
1865	0.603279	
1866	0.3187	
1867	0.0342476	
1868	0.749921	
1869	0.465722	
1870	0.18165	
1871	0.897707	
1872	0.613892	
1873	0.330206	
1874	0.0466507	
1875	0.763226	
1876	0.479932	
1877	0.196769	
1878	0.913739	
1879	0.630842	
1880	0.348078	
1881	0.0654479	
1882	0.782953	
1883	0.500593	
1884	0.218368	
1885	0.93628	
1886	0.65433	
1887	0.372516	
1888	0.0908413	
1889	0.809305	
1890	0.527908	
1891	0.246651	
1892	0.965535	
1893	0.68456	
1894	0.403727	
1895	0.123036	
1896	0.842488	
1897	0.562084	
1898	0.281824	
1899	0.00170875	
1900	0.721739	
1901	0.441916	
1902	0.162239	
1903	0.882709	
1904	0.603328	
1905	0.324095	
1906	0.0450112	
1907	0.766077	
1908	0.487294	
1909	0.208661	
1910	0.93018	
1911	0.651852	
1912	0.373677	
1913	0.0956545	
1914	0.817787	
1915	0.540074	
1916	0.262516	
1917	0.985115	
1918	0.70787	
1919	0.430783	
1920	0.153854	
1921	0.877083	
1922	0.600472	
1923	0.32402	
1924	0.0477296	
1925	0.7716	
1926	0.495632	
1927	0.219827	
1928	0.944185	
1929	0.668707	
1930	0.393393	
1931	0.118244	
1932	0.843261	
1933	0.568445	
1934	0.293795	
1935	0.0193135	
1936	0.745	
1937	0.470856	
1938	0.196881	
1939	0.923077	
1940	0.649444	
1941	0.375982	
1942	0.102693	
1943	0.829577	
1944	0.556635	
1945	0.283867	
1946	0.011274	
1947	0.738857	
1948	0.466616	
1949	0.194552	
1950	0.922666	
1951	0.650958	
1952	0.37943	
1953	0.108081	
1954	0.836913	
1955	0.565926	
1956	0.29512	
1957	0.0244975	
1958	0.754058	
1959	0.483802	
1960	0.213731	
1961	0.943845	
1962	0.674145	
1963	0.404632	
1964	0.135306	
1965	0.866168	
1966	0.597219	
1967	0.328459	
1968	0.0598895	
1969	0.791511	
1970	0.523324	
1971	0.255329	
1972	0.987527	
1973	0.719918	
1974	0.452504	
1975	0.185285	
1976	0.918262	
1977	0.651436	
1978	0.384806	
1979	0.118375	
1980	0.852142	
1981	0.586109	
1982	0.320275	
1983	0.0546428	
1984	0.789212	
1985	0.523983	
1986	0.258957	
1987	0.994135	
1988	0.729518	
1989	0.465105	
1990	0.200898	
1991	0.936898	
1992	0.673106	
1993	0.409521	
1994	0.146145	
1995	0.882979	
1996	0.620023	
1997	0.357278	
1998	0.0947455	
1999	0.832425	
2000	0.570318	
2001	0.308424	
2002	0.0467459	
2003	0.785283	
2004	0.524036	
2005	0.263007	
2006	0.0021946	
2007	0.741601	
2008	0.481227	
2009	0.221073	
2010	0.96114	
2011	0.701428	
2012	0.441938	
2013	0.182672	
2014	0.923629	
2015	0.664811	
2016	0.406219	
2017	0.147852	
2018	0.889713	
2019	0.631801	
2020	0.374118	
2021	0.116663	
2022	0.859439	
2023	0.602446	
2024	0.345684	
2025	0.0891546	
2026	0.832858	
2027	0.576796	
2028	0.320968	
2029	0.0653758	
2030	0.81002	
2031	0.554901	
2032	0.30002	
2033	0.0453772	
2034	0.790974	
2035	0.536811	
2036	0.282889	
2037	0.0292096	
2038	0.775772	
2039	0.522578	
2040	0.269629	
2041	0.0169239	
2042	0.764465	
2043	0.512253	
2044	0.260288	
2045	0.00857167	
2046	0.757104	
2047	0.505887	
